Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
GBA,2001-01-01,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0,0.02,0
PC,2003-01-01,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02,0
PSP,2011-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
XB,2004-01-01,Fighting,Atari,0.01,0.0,0.0,0.0,0.02,0
PS3,2012-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
Wii,2008-01-01,Sports,XS Games,0.02,0.0,0.0,0.0,0.02,0
PSP,2008-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,1
PC,2005-01-01,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,0
PSP,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
PC,2008-01-01,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,0
PS2,2010-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,1
PS4,2016-01-01,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,0
DS,2009-01-01,Action,Zushi Games,0.0,0.02,0.0,0.0,0.02,0
WiiU,2016-01-01,Platform,Deep Silver,0.01,0.01,0.0,0.0,0.02,0
PC,2011-01-01,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,0
PC,2006-01-01,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,0
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PC,2016-01-01,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,0
PS2,2006-01-01,Sports,Sega,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02,1
PS,1998-01-01,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02,0
PS4,2015-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PS4,2016-01-01,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PSP,2013-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,1
3DO,1995-01-01,Simulation,Imageworks,0.0,0.0,0.02,0.0,0.02,1
PC,2009-01-01,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,0
PS4,2016-01-01,Adventure,Microids,0.01,0.01,0.0,0.0,0.02,0
PS3,2011-01-01,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,0
PS2,2008-01-01,Adventure,Success,0.0,0.0,0.02,0.0,0.02,1
DS,2005-01-01,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02,0
PC,2008-01-01,Strategy,THQ,0.0,0.02,0.0,0.0,0.02,0
GBA,2002-01-01,Strategy,Titus,0.01,0.01,0.0,0.0,0.02,0
XB,2005-01-01,Platform,Global Star,0.01,0.0,0.0,0.0,0.02,0
PSV,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
DS,2008-01-01,Simulation,Ghostlight,0.0,0.02,0.0,0.0,0.02,0
3DS,2015-01-01,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,1
PSP,2008-01-01,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02,1
PC,2003-01-01,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,0
PSV,2015-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
GC,2003-01-01,Racing,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2015-01-01,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,0
PSV,2016-01-01,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,1
Wii,2009-01-01,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,0
3DS,2012-01-01,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,0
XB,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSP,2010-01-01,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02,1
DS,2008-01-01,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,0
PS,2000-01-01,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02,0
PS2,2007-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
X360,2011-01-01,Shooter,Cave,0.0,0.0,0.02,0.0,0.02,1
PS,2000-01-01,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,0
PSP,2013-01-01,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,1
PS3,2016-01-01,Action,Capcom,0.0,0.0,0.02,0.0,0.02,1
PSV,2016-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
X360,2012-01-01,Action,Cave,0.0,0.0,0.02,0.0,0.02,1
PC,2003-01-01,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,0
PSP,2009-01-01,Misc,AQ Interactive,0.0,0.0,0.02,0.0,0.02,1
PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02,1
PS2,2009-01-01,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,1
PS,1997-01-01,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,0
PSP,2009-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PC,2013-01-01,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,0
DS,2008-01-01,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0,0.02,1
GBA,2006-01-01,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,0
GC,2003-01-01,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
PC,2011-01-01,Racing,Ubisoft,0.0,0.01,0.0,0.0,0.02,0
X360,2011-01-01,Misc,THQ,0.01,0.01,0.0,0.0,0.02,0
DS,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
GBA,2006-01-01,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PS2,2008-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PS2,2006-01-01,Adventure,Taito,0.0,0.0,0.02,0.0,0.02,1
XB,2006-01-01,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.02,0
X360,2012-01-01,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,0
Wii,2010-01-01,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,0
PS3,2015-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
WiiU,2014-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
GBA,2006-01-01,Misc,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02,0
XB,2006-01-01,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,0
TG16,1995-01-01,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
GBA,2002-01-01,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PS4,2015-01-01,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02,0
PS,1997-01-01,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02,0
PC,2008-01-01,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,0
PSP,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
3DS,2012-01-01,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Misc,Atlus,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
XB,2003-01-01,Adventure,THQ,0.01,0.0,0.0,0.0,0.02,0
DS,2009-01-01,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,0
Wii,2010-01-01,Shooter,Unknown,0.01,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
NG,1995-01-01,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,1
3DS,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Platform,Game Factory,0.01,0.0,0.0,0.0,0.02,0
Wii,2011-01-01,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
PS3,2015-01-01,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,5pb,0.0,0.0,0.02,0.0,0.02,1
GBA,2004-01-01,Adventure,Vivendi Games,0.01,0.0,0.0,0.0,0.02,0
PC,2010-01-01,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,1
PC,2008-01-01,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,0
PS3,2016-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
Wii,2009-01-01,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,0.02,0
PSP,2006-01-01,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,0
PSP,2012-01-01,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,1
3DS,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
PC,2009-01-01,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02,0
PC,2015-01-01,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,0
DS,2009-01-01,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,0
PC,2015-01-01,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,0
DS,2009-01-01,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,0
PS2,2007-01-01,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,1
PSV,2014-01-01,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,1
DS,2005-01-01,Sports,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,0
3DS,2015-01-01,Misc,Happinet,0.0,0.0,0.02,0.0,0.02,1
PSV,2014-01-01,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.02,0
PS2,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Simulation,Square Enix,0.0,0.0,0.02,0.0,0.02,1
PS2,2010-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PC,2008-01-01,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02,0
PSP,2013-01-01,Misc,Asgard,0.0,0.0,0.02,0.0,0.02,1
PSP,2007-01-01,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02,0
XB,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
Wii,2007-01-01,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,0
XB,2005-01-01,Action,Vivendi Games,0.01,0.0,0.0,0.0,0.02,0
X360,2010-01-01,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Sports,DSI Games,0.02,0.0,0.0,0.0,0.02,0
PS3,2016-01-01,Shooter,Activision,0.0,0.01,0.0,0.0,0.02,0
PS2,2006-01-01,Fighting,Ignition Entertainment,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Simulation,Rondomedia,0.0,0.02,0.0,0.0,0.02,0
PC,2008-01-01,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0
PSP,2011-01-01,Misc,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
PS2,2002-01-01,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02,1
DS,2009-01-01,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,0
PC,2010-01-01,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Action,Sega,0.0,0.0,0.02,0.0,0.02,1
GBA,2002-01-01,Action,BAM! Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2011-01-01,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,0
X360,2011-01-01,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,0
PC,2008-01-01,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02,0
XOne,2015-01-01,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,0
PS3,2016-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
PSP,2010-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,1
3DS,2012-01-01,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PS2,2008-01-01,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02,0
3DS,2013-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,0
PS2,2007-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Sports,Ghostlight,0.0,0.02,0.0,0.0,0.02,0
GBA,2001-01-01,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02,0
PSP,2011-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,1
Wii,2010-01-01,Puzzle,UFO Interactive,0.02,0.0,0.0,0.0,0.02,0
DS,2006-01-01,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,0
Wii,2008-01-01,Racing,Codemasters,0.02,0.0,0.0,0.0,0.02,0
PS,1998-01-01,Action,Agetec,0.01,0.01,0.0,0.0,0.02,0
PS2,2006-01-01,Fighting,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,1
GBA,2001-01-01,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,0
XB,2005-01-01,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
GBA,2005-01-01,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02,0
PC,2002-01-01,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02,0
PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PS2,2008-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
Wii,2007-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
XB,2003-01-01,Shooter,Titus,0.01,0.0,0.0,0.0,0.02,0
PSP,2009-01-01,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,1
PC,2014-01-01,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,0
PC,2015-01-01,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,0
PSV,2014-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
PS2,2006-01-01,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PSP,2012-01-01,Action,CyberFront,0.0,0.0,0.02,0.0,0.02,1
GC,2002-01-01,Sports,Sega,0.01,0.0,0.0,0.0,0.02,0
Wii,2009-01-01,Sports,Oxygen Interactive,0.0,0.02,0.0,0.0,0.02,0
PS3,2014-01-01,Sports,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,0
XB,2006-01-01,Sports,Activision,0.01,0.0,0.0,0.0,0.02,0
PS,1996-01-01,Role-Playing,ArtDink,0.01,0.01,0.0,0.0,0.02,0
Wii,2010-01-01,Sports,Virtual Play Games,0.02,0.0,0.0,0.0,0.02,0
GBA,2002-01-01,Misc,Atari,0.01,0.0,0.0,0.0,0.02,0
PC,2000-01-01,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02,0
GBA,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2010-01-01,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02,0
GBA,2003-01-01,Platform,Midway Games,0.01,0.0,0.0,0.0,0.02,0
DS,2008-01-01,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,0.02,0
PS3,2009-01-01,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.02,0
PC,2016-01-01,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2011-01-01,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
GC,2002-01-01,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PS2,2004-01-01,Shooter,Play It,0.01,0.01,0.0,0.0,0.02,0
PS3,2011-01-01,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,1
PS4,2014-01-01,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02,1
PS2,2002-01-01,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02,1
XB,2003-01-01,Racing,Jaleco,0.01,0.0,0.0,0.0,0.02,0
GC,2003-01-01,Racing,Midway Games,0.01,0.0,0.0,0.0,0.02,0
PSP,2010-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2004-01-01,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,0
PS2,2006-01-01,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,0
PSP,2009-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,1
XB,2006-01-01,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,0
GC,2003-01-01,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.02,0
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2007-01-01,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,0
3DS,2012-01-01,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,0
PC,1999-01-01,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02,0
PSP,2006-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,0
DS,2007-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PSP,2006-01-01,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02,1
PS4,2016-01-01,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,1
DS,2005-01-01,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,0
PS3,2011-01-01,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
SNES,1994-01-01,Sports,Misawa,0.0,0.0,0.02,0.0,0.02,1
Wii,2010-01-01,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,0
PSV,2014-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
DS,2008-01-01,Shooter,Arika,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,1
PC,2004-01-01,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,0
GBA,2004-01-01,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,0
DS,2010-01-01,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02,0
PC,2011-01-01,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,0
PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PC,2008-01-01,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,0
3DS,2013-01-01,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,Russel,0.0,0.0,0.02,0.0,0.02,1
PSP,2009-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1
PS2,2002-01-01,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02,1
GBA,2007-01-01,Misc,D3Publisher,0.01,0.0,0.0,0.0,0.02,0
DS,2009-01-01,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,0
PS2,2006-01-01,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02,0
XOne,2015-01-01,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,0
PC,2003-01-01,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,0
PSP,2013-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
DS,2010-01-01,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02,1
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,1
PSP,2006-01-01,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,0
PS4,2016-01-01,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,0
PS2,2006-01-01,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02,0
PSV,2016-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
Wii,2010-01-01,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.02,0
PS2,2010-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,1
XOne,2016-01-01,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,0
PSP,2013-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02,1
PS,2001-01-01,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1
PC,2010-01-01,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,0
PC,2016-01-01,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,0
XOne,2015-01-01,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.02,0
XB,2006-01-01,Action,Capcom,0.01,0.0,0.0,0.0,0.02,0
GC,2003-01-01,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,0
DS,2009-01-01,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02,0
PSP,2011-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,1
PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
DS,2009-01-01,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02,0
XB,2005-01-01,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,0
DS,2007-01-01,Platform,505 Games,0.01,0.0,0.0,0.0,0.02,0
X360,2010-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
DS,2008-01-01,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02,1
DS,2006-01-01,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,0
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PC,2010-01-01,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,0
DS,2009-01-01,Simulation,505 Games,0.01,0.0,0.0,0.0,0.02,0
DS,2009-01-01,Misc,GSP,0.0,0.01,0.0,0.0,0.02,0
PSP,2010-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Action,Activision,0.0,0.01,0.0,0.0,0.02,0
Wii,2011-01-01,Sports,PQube,0.0,0.01,0.0,0.0,0.02,0
DS,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,0
PSV,2015-01-01,Action,Asgard,0.0,0.0,0.02,0.0,0.02,1
PC,2006-01-01,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02,0
DS,2007-01-01,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1
PS2,2007-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,1
PSP,2011-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,1
PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
XB,2003-01-01,Shooter,Atari,0.01,0.0,0.0,0.0,0.02,0
Wii,2013-01-01,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,0
DS,2009-01-01,Racing,O-Games,0.02,0.0,0.0,0.0,0.02,0
DS,2009-01-01,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,0
DS,2010-01-01,Puzzle,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,0
PS,1996-01-01,Adventure,Psygnosis,0.01,0.01,0.0,0.0,0.02,0
PS,2001-01-01,Action,Capcom,0.01,0.01,0.0,0.0,0.02,0
DS,2008-01-01,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02,1
PC,2014-01-01,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,0
Wii,2008-01-01,Action,Square Enix,0.0,0.0,0.02,0.0,0.02,1
X360,2010-01-01,Strategy,CyberFront,0.0,0.0,0.02,0.0,0.02,1
GBA,2006-01-01,Action,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,0
PC,2009-01-01,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,0
DS,2010-01-01,Action,Hudson Soft,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PS2,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
PSV,2015-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1
